row_id,county_code,state,population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,gross_rent
382,e72d3f3,e899d7f,11072.0,971.0,20.645,9.0,24.905,0.6531978757792657,0.3054922550269543,0.021573489403993455,0.0006023310210514693,0.0,0.0,0.019134048768735003,0.0,14.779000000000002,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.41100000000000003,0.08800000000000001,0.193,0.055999999999999994,0.34299999999999997,0.299,0.157,0.11900000000000001,0.0,0.317,12.783387267591474,0.0,33.6,301,2730.0,1969.5,0.501,0.19399999999999998,0.179,0.2594433399602385,0.3767395626242545,0.2803180914512922,0.08349900596421472,9.4270547318,11.166025993,597
383,935e525,485e9af,252523.0,42667.0,39.088,1979.0,32.397,0.4670161992335631,0.47594128653332396,0.0271354672163133,0.003782155828822429,0.011896781165264202,0.0004002281300341194,0.012006843901023584,0.0018210379916552442,16.336,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.436,0.07400000000000001,0.276,0.055999999999999994,0.341,0.218,0.127,0.151,0.128,0.335,10.513457852602947,14.74,19.22,274,1469.0,969.0,0.523,0.247,0.138,0.14084507042253522,0.3289738430583501,0.2917505030181086,0.238430583501006,14.847304275,10.965192895,742
384,cf3b2dd,bc77872,660555.0,178235.0,68.461,3042.0,28.8,0.29331131625019896,0.10985993951933792,0.4291938564380074,0.0015020690752825085,0.14522322139105526,0.0003978990927900685,0.014901321024988062,0.005610377208339965,14.898,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.5329999999999999,0.064,0.271,0.078,0.23800000000000002,0.16399999999999998,0.078,0.079,0.17300000000000001,0.264,10.856143028618114,5.74,3.93,239,1769.0,1879.0,0.499,0.203,0.10400000000000001,0.17117117117117114,0.2612612612612613,0.1931931931931932,0.3743743743743744,15.4179853,5.627669600499999,1214
385,9ffbb53,c479f0c,32241.0,5535.0,36.118,8.0,37.628,0.8842685121657767,0.04699261203750658,0.026757748411538343,0.001710268571826308,0.02035418468911892,0.0,0.01932006880847975,0.0005966053157533633,12.775,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.451,0.067,0.159,0.036000000000000004,0.29600000000000004,0.0,0.085,0.081,0.0,0.251,11.202713704386131,0.0,8.16,288,3039.0,1549.0,0.507,0.16399999999999998,0.145,0.07554671968190857,0.2922465208747516,0.290258449304175,0.34194831013916505,9.5011131667,9.1248314572,630
386,5410a33,1b0d913,8745.0,824.0,19.667,0.0,28.529,0.6854815333100105,0.22371932630316366,0.06920885601479336,0.012174521465340598,0.00029986506072267484,0.0,0.009115897845969315,0.0,18.197,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.33,0.095,0.308,0.14400000000000002,0.29100000000000004,0.0,0.13699999999999998,0.10099999999999999,0.0,0.31,9.243678118434747,0.0,42.75,306,2259.0,4429.0,0.512,0.20600000000000002,0.24,0.200199203187251,0.4302788844621514,0.2609561752988048,0.10856573705179284,9.5105543957,15.077708187999999,575
387,f013551,1b0d913,53361.0,4520.0,25.266,36.0,26.593000000000004,0.6486813428508589,0.17598424409653493,0.1562593725631336,0.004298882290604443,0.005638533981164897,0.0,0.009137624217703396,0.0,13.814,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.452,0.049,0.316,0.14800000000000002,0.353,0.16699999999999998,0.114,0.09,0.0,0.271,9.667760218536744,4.85,31.880000000000006,332,4929.0,4129.0,0.467,0.231,0.145,0.19580419580419586,0.33866133866133874,0.3296703296703297,0.1358641358641359,11.20926783,9.913724312100001,701
388,24205e9,1b0d913,3080.0,291.0,21.978,-1.0,22.1,0.62040454893689,0.0343757151243197,0.3147342971136339,0.01855592147810601,0.001970012038962461,0.0,0.009959505308087991,0.0,18.546,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.42,0.040999999999999995,0.41100000000000003,0.265,0.298,0.0,0.111,0.08,0.0,0.28300000000000003,9.812181259065728,0.0,0.0,297,2730.0,1539.0,0.509,0.273,0.18,0.2121513944223108,0.3286852589641435,0.3067729083665339,0.15239043824701196,8.8466579292,10.157273919,486
389,1267bb5,4522abc,8962.0,1029.0,29.519000000000002,5.0,28.166,0.6597335849586926,0.26538110199861475,0.06055069815998958,0.0016964635260341904,0.0042361396922273855,0.0,0.0029311677491241635,0.0054708439153173605,18.009,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.43,0.10300000000000001,0.28,0.129,0.327,0.0,0.12300000000000001,0.11,0.0,0.28,12.732433384538142,0.0,27.24,306,2730.0,1969.5,0.486,0.22399999999999998,0.147,0.1941941941941942,0.4214214214214214,0.2372372372372372,0.14714714714714713,10.552624271000001,7.2202166065,558
390,ae26b6d,1b0d913,269.0,70.0,69.813,-1.0,14.705,0.7527917517557404,0.0,0.2472082482442596,0.0,0.0,0.0,0.0,0.0,10.325,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.843,0.04,0.184,0.115,0.281,0.0,0.102,0.08,0.0,0.29100000000000004,9.545812439057578,0.0,0.0,281,2730.0,1969.5,0.52,0.244,0.163,0.2022022022022022,0.3943943943943944,0.1851851851851852,0.21821821821821816,3.7105751391,7.421150278300001,743
391,125432f,64ffe5d,10449.0,694.0,17.752,3.0,25.885,0.926637144256625,0.0010995931505343023,0.043623859172106316,0.008546837670062077,0.0027989643831782245,0.0024990753421234146,0.01196557273808691,0.002828953287283705,11.058,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.46299999999999997,0.040999999999999995,0.193,0.11800000000000001,0.299,0.129,0.069,0.069,0.0,0.21100000000000002,12.8272233052024,0.0,22.88,277,2610.0,1719.0,0.491,0.363,0.109,0.08791208791208792,0.35264735264735264,0.4015984015984017,0.15784215784215785,18.862449215999998,8.9959373186,761
392,2f14093,e2f94fa,19491.0,2044.0,25.17,18.0,26.45,0.9604168754384208,0.0018238300430904898,0.01335805190900892,0.0005010522096402445,0.004008417677121956,0.005992584427297324,0.013698767411564285,0.0002004208838560978,9.059,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.568,0.051,0.13699999999999998,0.051,0.307,0.106,0.09300000000000001,0.07,0.252,0.243,11.810398354637346,0.0,13.57,284,1989.0,1970.0,0.503,0.23,0.192,0.09309309309309308,0.4464464464464464,0.3063063063063063,0.15415415415415415,11.069827034000001,11.223574632,589
393,bbf2d8d,b795815,6105.0,543.0,15.523,7.0,22.381999999999998,0.9252023864526626,0.005594503927201142,0.04991864365922741,0.0007030794881581327,0.002631526084249011,0.0,0.015949860388501637,0.0,9.355,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.588,0.027999999999999997,0.152,0.059000000000000004,0.312,0.22699999999999998,0.08900000000000001,0.04,0.257,0.31,11.145948900758004,0.0,0.0,195,2730.0,1969.5,0.506,0.262,0.15,0.0800800800800801,0.3483483483483484,0.38938938938938944,0.18218218218218216,12.17806303,6.2535999342,639
394,fc56061,4522abc,16455.0,1741.0,39.974000000000004,3.0,25.904,0.503781303003093,0.3517310186570887,0.1385912401476604,0.0018856629751571386,0.000598623166716552,0.0,0.0034121520502843465,0.0,22.733,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Manufacturing-dependent,0.318,0.098,0.284,0.091,0.307,0.27,0.121,0.11,0.0,0.307,12.657483376345146,10.91,18.18,313,9849.0,2669.0,0.423,0.188,0.149,0.2622622622622623,0.4974974974974975,0.14814814814814814,0.09209209209209207,7.9613992762,9.288299155599999,571
395,03708d9,08f8fb4,9401.0,824.0,18.958,5.0,35.82,0.9555172518068282,0.001723668692733376,0.014051427822633484,0.008830022075055188,0.002640942675416049,0.00030239801626901326,0.016934288911064743,0.0,18.766,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.40299999999999997,0.083,0.287,0.11699999999999999,0.33399999999999996,0.294,0.13,0.06,0.0,0.31,9.37424594000809,0.0,23.99,260,9459.0,9619.0,0.515,0.171,0.308,0.16800804828973845,0.4255533199195171,0.3038229376257546,0.10261569416498996,7.0319684102,14.821225726,558
396,dce584b,5029ed4,7271.0,666.0,21.528000000000002,0.0,16.581,0.9680475738343912,0.0018789665683873868,0.025176153115786318,0.002488631252810954,0.0011993403628004595,0.0,0.0012093348658237966,0.0,3.133,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.511,0.039,0.213,0.11,0.24,0.187,0.073,0.059000000000000004,0.155,0.29100000000000004,10.534306336320522,0.0,35.95,198,7180.0,1769.0,0.493,0.22399999999999998,0.17300000000000001,0.07021063189568706,0.3450351053159478,0.39518555667001004,0.18956870611835505,13.619623376,7.782641928999999,743
397,8d952b1,9dda412,31706.0,3578.0,27.769000000000002,9.0,28.739,0.890531691855208,0.011208155721823113,0.05763058793135997,0.009807136256595224,0.008286881092199003,0.0003974523305611033,0.022038731729613174,9.936308264027581e-05,7.645,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.541,0.046,0.12300000000000001,0.063,0.3,0.235,0.083,0.061,0.278,0.264,11.389498026547745,0.0,19.19,230,2180.0,1850.0,0.499,0.233,0.168,0.09246231155778896,0.3105527638190955,0.3658291457286432,0.2311557788944724,12.610899873,10.868187579,626
398,3f05bfb,4c72956,3211530.0,521283.0,47.211000000000006,4624.0,33.44,0.4688957465719907,0.047477804076659566,0.33076669562872635,0.0036052770870160095,0.11204322337737564,0.004214479032467467,0.031298998312211,0.0016977759135532453,10.717,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.47700000000000004,0.064,0.231,0.085,0.23,0.122,0.076,0.07,0.17300000000000001,0.162,7.9307333733164755,3.68,8.53,205,1330.0,1319.0,0.499,0.231,0.11900000000000001,0.13972055888223553,0.18962075848303395,0.313373253493014,0.35728542914171657,13.661918013,6.142089072999999,1344
399,b66aeb7,fb8cab1,3359.0,410.0,26.09,27.0,21.787,0.9650132063390428,0.0012105810789178805,0.011665599487754122,0.008233952297102609,0.006783255962862175,0.0,0.007093404834320473,0.0,5.182,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.49200000000000005,0.031,0.114,0.069,0.304,0.18899999999999997,0.094,0.08,0.264,0.313,9.975057091158568,0.0,0.0,274,1719.0,1110.0,0.504,0.212,0.228,0.12212212212212213,0.31631631631631635,0.3733733733733734,0.18818818818818825,11.328066775999998,12.520494858,512
400,9d79897,1646cf6,298847.0,32799.0,28.316999999999997,538.0,31.764,0.7896305600414697,0.04459995613772754,0.1165041768845824,0.0011962437944853161,0.027124828039954543,9.968698287377634e-05,0.0183623422453496,0.002482205873557031,6.75,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.515,0.059000000000000004,0.133,0.055999999999999994,0.29,0.17600000000000002,0.091,0.091,0.172,0.259,11.526597867611748,1.94,10.53,228,2149.0,1179.0,0.513,0.212,0.16399999999999998,0.10179640718562874,0.35429141716566864,0.2754491017964072,0.26846307385229545,9.4928003761,9.6661848579,957
401,7c05d29,c479f0c,11643.0,1327.0,26.499000000000002,-1.0,25.730999999999998,0.954564598291284,0.009365849745297021,0.015793590309253543,0.0015041514580241466,0.00916529621756047,0.0,0.009606513978580884,0.0,7.143,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Mining-dependent,0.485,0.059000000000000004,0.153,0.034,0.297,0.0,0.099,0.08,0.0,0.305,14.230735908325634,0.0,17.51,226,3929.0,1969.0,0.506,0.21600000000000003,0.18899999999999997,0.1062124248496994,0.3226452905811623,0.4158316633266533,0.15531062124248496,11.394535802,12.08511373,561
402,ac20dc9,1b0d913,23196.0,2372.0,26.511999999999997,12.0,28.357,0.6608154927602987,0.04354835479542588,0.26221136322672384,0.007860533114373259,0.00436585023932069,0.001291730919432039,0.019205735685819,0.0007009392586065327,9.032,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Mining-dependent,0.41700000000000004,0.04,0.33399999999999996,0.175,0.302,0.364,0.124,0.09,0.0,0.363,9.952019250909014,0.0,34.64,309,3510.0,2520.0,0.484,0.249,0.156,0.1951951951951952,0.33233233233233234,0.3363363363363364,0.13613613613613615,14.240711172000001,12.428257022999999,674
403,83845e9,1646cf6,42830.0,4785.0,26.018,96.0,29.275,0.9379527527366388,0.02289922730199613,0.020132405022537023,0.0023341918866709595,0.004929974243399872,0.0,0.011751448808757245,0.0,12.769,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.455,0.064,0.14300000000000002,0.055,0.318,0.267,0.10099999999999999,0.08900000000000001,0.174,0.29600000000000004,13.161212948187444,0.0,14.25,326,2890.0,1870.0,0.493,0.209,0.175,0.102,0.48,0.25,0.168,9.659237083999999,12.606122974000002,598
404,b463a07,5086a32,73079.0,7537.0,24.976,9.0,27.601,0.9343572459307548,0.017417278020525343,0.02035379476674369,0.006004218089346802,0.008072898271390658,0.00010091122839238321,0.013390920007669251,0.0003027336851771497,7.806,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.46799999999999997,0.065,0.11900000000000001,0.040999999999999995,0.271,0.22399999999999998,0.083,0.07,0.145,0.23399999999999999,11.818031511527147,0.0,12.4,238,3349.0,1659.0,0.514,0.20600000000000002,0.15,0.0969030969030969,0.3376623376623377,0.3056943056943057,0.2597402597402597,9.1817221597,8.836544634900003,718
405,fcae211,08f8fb4,2064.0,221.0,25.346999999999998,0.0,18.67,0.9623555795839088,0.0,0.013826315051761077,0.0,0.0,0.0,0.02381810536432991,0.0,6.917000000000001,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.632,0.04,0.24100000000000002,0.126,0.298,0.0,0.11800000000000001,0.08,0.0,0.29600000000000004,8.72196113275249,0.0,0.0,276,2129.0,1969.5,0.507,0.21,0.243,0.11911911911911913,0.4204204204204205,0.2852852852852853,0.1751751751751752,9.6478533526,13.506994694000001,406
406,2b1ad55,a952566,179934.0,35843.0,49.433,3997.0,31.143,0.451168996694149,0.3952682518819452,0.08217827697454892,0.002499302983231768,0.029902019357151387,0.002001433863066077,0.03429322499701278,0.0026884932488947305,12.751,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.5,0.064,0.196,0.061,0.342,0.231,0.111,0.1,0.17300000000000001,0.26,11.981411384757301,10.5,7.67,246,1330.0,1659.0,0.522,0.24,0.11199999999999999,0.11022044088176353,0.281563126252505,0.3687374749498998,0.23947895791583165,15.072629413,7.775344738999999,964
407,bf39395,dc9ae72,12978.0,1578.0,27.642,13.0,26.32,0.9112079613580903,0.017202076701378778,0.03112039445275705,0.0019079944969421878,0.0051616272180436025,0.0011046283929665296,0.030879384621564355,0.001415932758257097,12.123,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Manufacturing-dependent,0.527,0.051,0.177,0.063,0.34,0.188,0.11800000000000001,0.069,0.11,0.281,8.201195103093077,0.0,41.09,310,1949.0,3330.0,0.516,0.23399999999999999,0.182,0.09509509509509508,0.3343343343343343,0.38738738738738737,0.1831831831831832,12.161798099,14.547973675,531
408,ef9a675,485e9af,33822.0,4625.0,33.65,27.0,36.844,0.6793054641867512,0.27375755038574245,0.0281382692422702,0.0019835336802025397,0.000697725415146622,0.0,0.01601778203058031,9.967505930666027e-05,21.491,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.392,0.067,0.24100000000000002,0.055,0.317,0.263,0.124,0.12,0.17800000000000002,0.307,10.097003949002753,4.56,27.8,334,3180.0,1609.0,0.498,0.265,0.136,0.3093093093093093,0.3443443443443443,0.22122122122122126,0.12512512512512514,14.32546025,10.714497129,539
409,deb993f,9e0007d,9900.0,1449.0,42.766000000000005,27.0,32.812,0.4087694766280464,0.5657111466240511,0.02272273272073512,0.0013983220135836995,0.0003995205753096285,0.0,0.0009988014382740712,0.0,21.936999999999998,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.327,0.077,0.257,0.055999999999999994,0.349,0.183,0.132,0.131,0.094,0.349,12.673375366296053,26.16,26.47,352,5959.0,3440.0,0.44799999999999995,0.204,0.16,0.311,0.39799999999999996,0.212,0.079,10.814088635,12.330082369000001,533
410,3b069a1,09d8cd0,23856.0,2975.0,31.331999999999997,50.0,33.623000000000005,0.9600570186805956,0.01997647481010387,0.00972906158416236,0.0,0.0028908072329990623,0.0,0.007346637692138997,0.0,16.698,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.384,0.078,0.209,0.07400000000000001,0.341,0.247,0.115,0.081,0.11,0.34700000000000003,13.526150038992586,0.0,13.42,303,3040.0,3029.0,0.506,0.235,0.171,0.1954137587238285,0.42871385842472576,0.2781655034895314,0.09770687936191423,10.057258763,12.634959539,648
411,816b1f7,e899d7f,80040.0,6854.0,25.261999999999997,160.0,28.141,0.7362145452355622,0.21045024790734088,0.027641166670012245,0.0023084489230583943,0.005168918240761186,0.0,0.016801493466085872,0.001415179557179276,10.505,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.45399999999999996,0.055999999999999994,0.177,0.054000000000000006,0.304,0.21600000000000003,0.12300000000000001,0.08900000000000001,0.10400000000000001,0.309,12.725972998024593,5.2,24.94,277,7820.0,3640.0,0.516,0.23,0.13,0.13353413654618473,0.35341365461847385,0.2961847389558233,0.21686746987951808,11.78037224,9.1914155647,785
412,f01358d,9e0007d,40955.0,4705.0,24.471999999999998,27.0,29.017,0.953221066567706,0.0033098301956811732,0.0195580875199342,0.005777158159734411,0.0050249240243523275,0.0,0.013108933532591795,0.0,10.8,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.38799999999999996,0.067,0.248,0.068,0.284,0.24100000000000002,0.109,0.07,0.136,0.312,11.340453550252006,0.0,27.25,272,2190.0,1090.0,0.52,0.17800000000000002,0.29100000000000004,0.12712712712712712,0.3563563563563563,0.3393393393393393,0.17717717717717715,7.9746572243,16.291784391,624
413,8020535,dc9ae72,7954.0,782.0,24.54,4.0,28.753,0.9490805652783522,0.0011196626890061226,0.004468563704772184,0.022705952368943984,0.0,0.0,0.02262525595892553,0.0,13.026,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.537,0.052000000000000005,0.191,0.07400000000000001,0.316,0.165,0.09,0.069,0.149,0.302,8.274816236420287,0.0,31.8,241,2670.0,2010.0,0.503,0.251,0.203,0.09318637274549098,0.3897795591182365,0.3517034068136272,0.1653306613226453,12.591414944,10.810810811,610
414,3b17203,dc9ae72,6900.0,846.0,30.249000000000002,9.0,26.44,0.8481546572934974,0.04881747426562892,0.07590258599045945,0.0003012804418779814,0.0,0.0,0.026121014310820992,0.00070298769771529,4.816,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Federal/State government-dependent,0.498,0.038,0.16399999999999998,0.065,0.349,0.215,0.10400000000000001,0.08900000000000001,0.109,0.292,11.783806331451824,0.0,0.0,219,3969.0,870.0,0.44799999999999995,0.214,0.184,0.10878243512974052,0.27944111776447106,0.39620758483033935,0.2155688622754491,8.4308452649,12.355549095,432
415,6ef29e7,dc9ae72,13342.0,1238.0,24.715999999999998,10.0,27.822,0.8469356144260459,0.0066753939781550725,0.04324016428664222,0.05699067643326105,0.004866642017008264,0.0008993794281945457,0.04039212943069282,0.0,5.4079999999999995,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.5489999999999999,0.040999999999999995,0.175,0.075,0.358,0.267,0.109,0.07,0.141,0.295,8.46519979787826,0.0,32.26,290,3390.0,1489.0,0.501,0.257,0.166,0.06118355065195586,0.40320962888666,0.3480441323971915,0.18756268806419252,11.572345826,9.3325369568,670
416,2c1c37d,9d1e27d,52487.0,6165.0,26.438000000000002,27.0,31.836,0.8999024603869735,0.04047893940600366,0.03300422008121665,0.002488255434349869,0.004538577912254161,0.0,0.019587546779202162,0.0,15.213,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.426,0.075,0.214,0.057,0.33399999999999996,0.221,0.124,0.09,0.053,0.35600000000000004,13.402386374444168,3.59,24.87,317,2800.0,2280.0,0.51,0.223,0.179,0.17369477911646586,0.4257028112449799,0.25100401606425704,0.1495983935742972,11.111639633,13.661228179,588
417,af11a3f,8036085,1710.0,186.0,30.519000000000002,-1.0,23.388,0.9391417242003984,0.0,0.020842978200921885,0.01530766288923331,0.0,0.0,0.024707634709446268,0.0,4.4239999999999995,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.601,0.031,0.3,0.201,0.253,0.159,0.087,0.08,0.226,0.32,10.267309658726948,0.0,0.0,214,2730.0,1969.5,0.485,0.17800000000000002,0.23600000000000002,0.061,0.294,0.39899999999999997,0.24600000000000002,6.2164453235,9.0421022888,553
418,c15b6a5,158df01,19277.0,1746.0,22.131,14.0,25.121,0.9265303270752864,0.008663452805142179,0.04455490014073121,0.00290445249573315,0.0037129083450609343,0.000399237456458165,0.009541775209350142,0.003692946472238026,9.307,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.474,0.055,0.171,0.07200000000000001,0.292,0.20600000000000002,0.10099999999999999,0.08,0.0,0.27899999999999997,13.180929738703124,0.0,30.15,263,6459.0,2420.0,0.505,0.239,0.159,0.1027944111776447,0.5039920159680639,0.2654690618762475,0.1277445109780439,12.730177856,8.3296225476,587
419,3874ac7,e2f94fa,8179.0,1002.0,32.804,3.0,27.596,0.9315423063191718,0.016819389900432385,0.026815819746915787,0.00502796620254671,0.006902296798762347,0.0015867348962672065,0.011305486135903844,0.0,13.554,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.537,0.038,0.166,0.054000000000000006,0.308,0.18899999999999997,0.085,0.079,0.0,0.281,9.127213627930765,0.0,0.0,276,1790.0,4140.0,0.5,0.22,0.183,0.12925851703406813,0.38276553106212413,0.2875751503006012,0.2004008016032064,12.871106794000001,13.963936616,462
420,e0858a9,9d1e27d,6308.0,461.0,14.908,-1.0,18.569000000000003,0.9398207681649172,0.03872723466610843,0.003807928865496376,0.011174576592202716,0.0,0.0,0.006469491711275257,0.0,5.695,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.522,0.05,0.193,0.07400000000000001,0.32299999999999995,0.254,0.11699999999999999,0.079,0.0,0.33299999999999996,13.516116892364007,0.0,0.0,248,2730.0,1969.5,0.506,0.212,0.198,0.12789526686807653,0.40281973816717015,0.29305135951661626,0.17623363544813692,9.033996354700001,9.1924875188,634
421,0cc0b2d,9d1e27d,26401.0,2636.0,21.451999999999998,68.0,35.885999999999996,0.9394861902321892,0.01727100099466498,0.02065688077081513,0.0,0.00020094241994956347,0.0,0.0217721112015352,0.0006128743808461684,15.682,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.433,0.073,0.225,0.057999999999999996,0.305,0.29,0.11800000000000001,0.07,0.0,0.35600000000000004,13.964293059408488,5.69,30.84,357,2940.0,2610.0,0.509,0.221,0.185,0.187624750499002,0.4560878243512974,0.2365269461077844,0.11976047904191615,12.504988692000001,15.507706342,605
422,b72bfdf,b795815,1395.0,164.0,24.978,-1.0,15.679,0.9538608084777044,0.0070548312198606905,0.004921513762378203,0.0,0.0020936278303665336,0.0,0.027117937726975055,0.004951280982715168,5.99,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.628,0.026000000000000002,0.262,0.139,0.3,0.115,0.10400000000000001,0.08,0.146,0.331,12.261279470867196,0.0,0.0,237,2730.0,1969.5,0.49200000000000005,0.19399999999999998,0.205,0.07654075546719681,0.4165009940357853,0.32703777335984097,0.17992047713717693,9.9715099715,12.820512821,592
423,9f25e3b,08f8fb4,25034.0,2836.0,27.283,32.0,29.524,0.8941469739764993,0.04921245991938645,0.018494878727873997,0.004643822811020535,0.005186607295425532,0.0009046408073416627,0.027310100817192196,0.00010051564526018474,14.494000000000002,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.419,0.07,0.212,0.07400000000000001,0.34299999999999997,0.26899999999999996,0.109,0.07,0.172,0.32,10.216016464412707,0.0,13.6,312,3079.0,1680.0,0.474,0.225,0.146,0.1421421421421421,0.39139139139139134,0.3293293293293293,0.13713713713713713,11.557226265999999,11.037351035999999,659
